商品名称,券后价,店铺名称,好评数
鲁南顺发生态黑猪去皮大五花肉 2kg 真空新鲜速冻 炒菜 烤肉食材 源头直发,49.9,鲁南顺发（LUNANSHUNFA）京东自营旗舰店,4400
爱尔康（Alcon）美瞳隐形眼镜小瓶护理液 美国进口 傲滴120ml,26.0,爱尔康京东自营旗舰店,520000
永福康 成人护理垫 XL20片 （尺寸80*90cm） 婴儿孕妇床垫老年人隔尿垫,26.0,永福康京东自营旗舰店,93000
柴火大院 五常大米 10kg 五常稻香米  东北大米,149.9,柴火大院京东自营旗舰店,800000
蔡林记 地道武汉风味热干面150克*5袋热干面标配+酸豆角【5袋装】750g,26.5,蔡林记京东自营旗舰店,230000
好孩子（gb）婴儿卫生湿巾 橄榄滋养湿巾80片*8包 新生儿湿纸巾,49.5,好孩子京东自营官方旗舰店,2350000
曼秀雷敦男士冰爽活炭洗面奶50g 清爽去油去黑头送男友洁面礼物 体验装,9.9,曼秀雷敦男士京东自营旗舰店,1660000
美丽雅棉柔抹布厨房洗碗布家用洗碗巾强力吸水不沾油不掉毛去污加厚10片,22.9,美丽雅京东自营旗舰店,95000
KDANG医用护膝保暖关节炎老寒腿蚕丝轻薄透气夏季膝盖受凉空调防寒四季夏天运动跑步中老年男女款,27.8,KDANG保健器械京东自营旗舰店,7200
大水牛（BUBALUS）额定500W 劲强500台式电脑主机电源（主动式PFC/12CM风扇/智能温控/支持背线/宽幅电压）,122.9,大水牛京东自营旗舰店,68000
纽曼Newmine BT81收音机老人充电式迷你小音响便携式随身听全波段调频播放器,69.0,纽曼（Newmine）音箱音响京东自营旗舰店,14000
口水娃多味花生混合味500g坚果炒货花生米休闲零食小吃,9.63,口水娃京东自营旗舰店,46000
伊利优酸乳原味250ml*24盒/整箱 乳饮料 礼盒装【庆余年小说联名款】,48.0,伊利牛奶京东自营旗舰店,830000
农夫山泉 饮用水 饮用天然水550ml普通装1*24瓶 整箱装塑膜随机发货,33.0,农夫山泉京东自营旗舰店,4990000
立白椰油精华洗衣皂 肥皂 透明皂组合装（101g*6块）去渍亮丽不伤手,12.5,立白京东自营旗舰店,820000
参半绿茶清新漱口水 99%抑菌 预防龋齿 温和不辣口 绿茶味 400ml	,19.9,参半京东自营官方旗舰店,69000
京选 京东自有品牌 自拍杆三脚架手机支架拍照神器桌面手持拍视频适用苹果华为小米【配蓝牙遥控器】,19.8,京选配件京东自营旗舰店,4500
滴露（Dettol）健康抑菌洗手液滋润500g+500g瓶补充装液替换 儿童洗手消毒家庭装,38.5,Dettol滴露京东自营官方旗舰店,1870000
【七夕礼物】派克（PARKER） 钢笔高端礼盒 学生商务送礼生日礼物国潮 威雅XL经典黑金夹墨水笔 黑墙礼盒,288.0,派克京东自营官方旗舰店,1100
京鲜生 新疆吊干杏3斤 单果12g+ 时令水果 源头直发包邮,57.9,水果源头直发京东自营专区,1900
香满园 面粉 中筋粉 家用小麦粉 5kg 包子饺子馒头饼手擀面,19.86,金龙鱼京东自营旗舰店,180000
洁比世 【带挂钩】长柄软毛马桶刷卫生间洁厕刷轻奢风浴室清洁刷 一个装,9.86,洁比世京东自营旗舰店,19000
王锦记手工老红糖云南土红糖块产妇月子原味220g/罐 可制作黑糖红糖姜茶,25.9,王锦记京东自营旗舰店,380000
得力(deli)强力粘胶挂钩 3kg承重 免钉胶粘免打孔 浴室门后卫生间 大学必备生活用品寝室 4只/卡 19374,8.99,得力京东自营官方旗舰店,3200
安井 葱油花卷 1kg/袋 约34个 馒头包子面点  速食家庭装早餐早茶点心,19.7,安井京东自营旗舰店,350000
华为家庭存储4TB  Pura 70手机一碰扩容 双盘位nas网络存储器相册备份家用硬盘网盘私有云服务器,2459.0,华为京东自营官方旗舰店,7500
立白除菌祛味内衣洗衣液 内衣净 除螨抑菌 去血渍 内裤适用 480g,49.9,立白京东自营旗舰店,78000
杜蕾斯 人体润滑剂50ml 水溶性润滑液 润滑油 夫妻成人 情趣用品 男女用 原装进口 durex,44.9,durex杜蕾斯京东自营官方旗舰店,610000
当妮留香珠200g持久留香自由之森香氛洗衣香珠家用护衣试用,34.9,宝洁京东自营官方旗舰店,190000
佳农 泰国进口椰青9个装大果 单果900g+ 赠开椰器和吸管  源头直发 ,119.9,佳农京东自营旗舰店,91000
修正床虱跳蚤专用杀虫剂床上可用呋虫胺除吸血虫喷雾剂家庭用猫狗药,37.0,修正驱蚊驱虫京东自营旗舰店,2900
爱尔康（Alcon）美瞳隐形眼镜小瓶护理液套装 美国进口 傲滴第二代乐明 300ml+60ml+镜盒,60.0,爱尔康京东自营旗舰店,220000
雨润禾甜玉米粒1000g水果玉米粒代餐冷冻沙拉蔬菜  速冻食品半成品菜,17.2,果杰京东自营旗舰店,10000
洁丽雅（Grace）一次性压缩浴巾酒店加厚便携旅行旅游游泳用品浴巾3粒 100*70cm,15.5,洁丽雅洗脸巾京东自营旗舰店,9500
京鲜生 广西储良龙眼4.5斤装 单果7g+ 龙眼应季水果 源头直发包邮,34.9,水果源头直发京东自营专区,200
蓝月亮油污克星500g*2(姜花香) 抽油烟机清洗剂厨房去重油清洁剂油污净,21.9,蓝月亮京东自营旗舰店,600000
兔头妈妈 儿童牙刷 宝宝婴幼儿1-3岁口腔清洁万毛牙刷轻柔洁净不炸毛 【超值2支】万毛护理牙刷两支,14.9,兔头妈妈官方旗舰店,2600
喜之郎脆脆碎冰棒冰85ml*20支 冰淇淋 休闲儿童零食冷饮冰品团购家庭装,14.3,喜之郎京东自营旗舰店,12000
汰渍洗衣粉3.1斤净白去渍大袋批发非皂粉持久留香深层去污柠檬家庭装,11.9,宝洁京东自营官方旗舰店,1790000
广博(GuangBo)10只55mm加宽塑料档案盒 加厚文件盒资料盒 财务凭证收纳盒 办公用品A88005蓝色,49.9,广博京东自营官方旗舰店,29000
致生活德国真空封口机家用商用全自动抽真空机零食打包塑封包装机食品保鲜机 店长推荐【干湿通用】下单享豪礼,155.0,致生活旗舰店,2600
舒肤佳抑菌泡沫洗手液 白茶香300g 健康抑菌99.9% 泡沫细腻,21.5,宝洁京东自营官方旗舰店,28000
京东京造细丝护龈抗菌牙刷*10支装 软毛牙刷 深入清洁成人牙刷家庭装 护龈,16.9,京东京造自营官方旗舰店,46000
杞利元 枸杞 宁夏特级枸杞子 中宁特产干货 500g纯正宗头茬枸杞子泡茶可搭配 团购送礼,34.5,杞利元滋补养生京东自营旗舰店,120000
宠莱克非泼罗尼滴剂（宠物狗狗专用）体外驱虫药幼犬驱虫跳蚤蜱虫寄生虫打虫药除虫药 0.67ml/支x3支/盒,32.0,宠莱克京东自营旗舰店,2700
长城 特酿3解百纳干红葡萄酒 750ml*6瓶 整箱装,135.0,长城葡萄酒京东自营旗舰店,830000
异日花阁一次性雨衣卡片雨衣长款束口雨衣加厚雨披防暴雨成人卡片7件装,29.8,异日花阁车品京东自营旗舰店,1100
协和芦荟胶40g植物成分宝宝0岁婴儿儿童成人护肤面部全身晒后舒缓补水保湿滋润肌肤不干燥蚊虫叮咬后可用,19.9,协和健康美护京东自营旗舰店,12000
同仁堂青花椒除螨喷雾 去螨虫床上用品免洗免晒家用母婴喷雾剂300ml,28.9,同仁堂个护美妆京东自营专区,2500
紫韵梳香 五齿穴位头部按摩梳经络梳宽齿梳大齿梳南美红檀木梳子女男M-8,13.9,紫韵梳香京东自营旗舰店,5700
初鲜鲜冻大鱿鱼(2条)净重600-650g 铁板鱿鱼 火锅烧烤食材 海鲜水产,37.6,初鲜（chuxian）京东自营旗舰店,40000
CANIS FAMILIARIS法国原瓶进口红酒 波尔多赤霞珠干红葡萄酒 750ml 单瓶装,178.0,布多格酒类京东自营旗舰店,9700
察尔汗青海湖盐源自青藏高原察尔汗盐湖青海格尔木零添加未加碘食用湖盐 未加碘400g*4袋（共1600g）,9.9,察尔汗旗舰店,4600
乐而雅花王零触感特薄超长夜用护翼型卫生巾35cm 8片 姨妈巾超薄夜用,12.3,花王乐而雅京东自营官方旗舰店,1220000
北京同仁堂紧润丹 搭缩修复阴私处正紧致品水润私密抑菌凝胶产后补水润女性阴道  3盒装,136.0,同仁堂医疗保健京东自营专区,1000
清风厨房抽纸76张*3包 抽取式加厚 一次性吸油纸 厨房用纸 食品接触级,9.49,清风京东自营旗舰店,62000
京东京造【七夕情人节礼物】100%桑蚕丝睡衣女重磅真丝睡裙 粉色 M,299.0,京东京造自营官方旗舰店,3000
北京同仁堂 阿胶补血口服液 补气血女补气养血 补铁补血改善贫血口服液送礼营养保健品长辈父母礼盒30支,399.0,同仁堂健康营养保健京东自营旗舰店,200
超威强效洁厕灵马桶清洁剂洁厕液厕所清洁厕宝500g*4瓶,22.9,超威京东自营官方旗舰店,130000
泰金香 上品茉莉香米 长粒大米 籼米 大米1.5kg,11.9,盛宝京东自营旗舰店,250000
一品净免刷洗洁厕灵600g*4 强效去污厕所清洗剂 马桶洁厕液除菌消臭,51.9,一品净京东自营旗舰店,5800
乐而雅花王零触感特薄日夜舒心组合10包装76片 17cm16p+25cm48p+35cm12p,72.0,花王乐而雅京东自营官方旗舰店,560000
⭐已售10万⭐落地小推车置物架玩具零食收纳卫生间厨房储物架 白色三层,7.81,京喜自营官方店,46000
京都念慈菴 枇杷糖60g 硬糖 润喉糖 泰国进口 水果糖零食糖果 保健食品小蓝帽,20.9,京都念慈菴京东自营旗舰店,38000
雀巢奇巧威化夹心牛奶巧克力10枚 七夕情人节礼物 送女友生日礼物,18.8,徐福记京东自营旗舰店,10000
3M思高抹布洗碗布 易洁8层耐用厨房抹布吸水去油污 3片装,9.9,3M家庭清洁京东自营旗舰店,410000
精气神 国产山黑猪带膘腿肉600g 冷冻猪肉前尖猪后腿肉混合发货,25.9,精气神京东自营旗舰店,220000
泰金香 茉莉香米 长粒大米 籼米 大米5kg,29.5,盛宝京东自营旗舰店,1310000
雅高沐浴球浴花 洗澡搓澡搓背起泡浴球 高级浴花 3个装（50克/个）,13.9,雅高京东自营旗舰店,33000
DR.RILEY下水道杀虫剂1000ml管道除小飞虫室内家用无爬潮虫卵低毒杀灭神器,33.9,DR.RILEY京东自营旗舰店,6700
油橄榄庄园100%特级初榨橄榄油食用油有机转化认证无添加纯橄榄油100ml,25.9,中泽油橄榄庄园京东自营旗舰店,9700
威露士洗衣机清洁除菌液250ml 洗衣机清洗剂滚筒机槽清洁杀菌强力除垢,42.0,威露士京东自营旗舰店,4100
乐而雅花王零触感特薄日用护翼型卫生巾22.5cm 10片 姨妈巾日用超薄,9.4,花王乐而雅京东自营官方旗舰店,780000
鸿顺八爪鱼净重500g 去牙鲜活速冻小章鱼 火锅食材 生鲜,26.9,鸿顺生鲜京东自营旗舰店,1400
绿驰 20大粒天然香樟木球 樟木球替代樟脑丸家具衣柜驱虫防潮防霉除味,7.79,绿驰京东自营旗舰店,260000
荷美尔（Hormel）超值精选培根150g/袋*3 冷藏猪肉 烟熏风味 早餐三明治烧烤食材,39.9,荷美尔（Hormel）京东自营旗舰店,390000
威露士（Walch）经典款沐浴露1L大瓶家庭装 保湿沐浴乳液洗澡清洁 男女士通用洗护,19.9,威露士京东自营旗舰店,18000
京东京造【近视可戴】高清尼龙偏光眼镜太阳镜男士近视墨镜男开车套镜礼物,93.0,京东京造自营官方旗舰店,15000
WD-40汽车挡风玻璃油膜去除剂去油膜清洁剂强力喷车窗泡沫清洗剂300ml,44.3,WD-40京东自营旗舰店,2200
高洁丝奢爽纯棉卫生巾240mm8片*4包日用组合超薄姨妈巾,24.6,高洁丝京东自营官方旗舰店,54000
忆捷移动硬盘盒2.5英寸USB3.0 SATA串口笔记本电脑外置壳固态机械ssd硬盘盒子灰色透明硬盘盒,15.9,忆捷存储京东自营官方旗舰店,5100
洁柔厨房抽纸75抽*4包双层加厚吸水吸油大规格 新老品交替发货,12.9,洁柔京东自营官方旗舰店,280000
康师傅 方便面 经典香辣牛肉面五连包104g*5 泡面袋装速食 方便食品,15.5,康师傅方便面京东自营官方旗舰店,1150000
施华蔻（Schwarzkopf）斐丝丽泡泡染发剂6-11/9蜜糖醇棕彩染(黑茶色染发膏自己染升级款),65.0,施华蔻京东自营官方旗舰店,4100
来伊份 居司令4号精制猪肉脯原味 200g靖江特产肉干办公室休闲零食小吃,20.9,来伊份京东自营旗舰店,150000
修正蚂蚁杀虫剂灭蚂蚁药一窝端喷剂家庭用除白蚁防治专用药床上室内外,38.8,修正(XiuZheng)京东自营旗舰店,11000
初鲜鲜冻鱿鱼花400g 鲜捕速冻锁鲜 铁板鱿鱼烧烤火锅食材 国产海鲜,21.0,初鲜（chuxian）京东自营旗舰店,34000
绿驰 1.2kg活性炭除甲醛 吸甲醛清除剂碳包新房汽车去甲醛除味竹炭包,23.9,绿驰京东自营旗舰店,3100
沐谷七色糙米3kg加量装（6斤装糙米红米黑米燕麦米杂粮粗粮大米伴侣）,35.99,沐谷京东自营旗舰店,67000
升元 荞麦冷面565g/袋 朝鲜冷面真空包装方便面杂粮面特色小吃,10.2,升元京东自营旗舰店,1500
京东跑山猪 抽肋五花肉片1kg 冷冻免切黑猪韩式厚切烤肉肋排五花肉 烧烤食材,49.9,龙大美食京东自营旗舰店,1100
福佑.岭南人家 小玉香粘 油粘米 籼米 猫牙米 大米15kg,105.9,盛宝京东自营旗舰店,130000
李宁（LI-NING）冰丝运动裤男夏季速干休闲卫裤薄款透气运动健身跑步束脚长裤子,110.0,李宁运动鞋服京东自营专区,5700
得力(deli)3联镂空桌面文件框栏书立架档案收纳盒 办公室带标签资料文件置物架书本资料收纳神器 蓝色27666,9.9,得力京东自营官方旗舰店,11000
金蝶（kingdee）20个装 A4按扣透明文件袋学科分类袋科目袋 塑料防水试卷收纳袋办公文件档案袋,11.7,金蝶（kingdee）京东自营旗舰店,4000
袋鼠先生30包纯鸡胸肉即食低脂卡健身减代餐开袋速食高蛋白鸡胸脯肉休闲零 鸡胸肉100g*15袋（30包）,61.67,袋鼠先生旗舰店,81000
固特异（Goodyear）汽车遮阳挡前档伞防晒隔热车窗遮阳帘夏季挡板伞柄可弯大号通用,88.01,固特异（Goodyear）汽车配件京东自营旗舰店,2000
玖原农珍 四川攀枝花现摘凯特芒果含箱5斤优选甜心芒果 当季新鲜水果,12.9,玖原农珍旗舰店,340000
白象挂面面条营养蔬菜小面碎碎面高钙菠菜胡萝卜番茄混合口味240g*5包,33.17,白象挂面京东自营旗舰店,5000
李宁（LI-NING）【线下同款】短袖男运动速干t恤上衣夏季跑步健身吸汗透气T恤,49.0,李宁运动鞋服京东自营专区,9900
伊利 脱脂牛奶250ml*24盒/箱 零脂肪 好营养 整箱家庭装 礼盒装,66.5,伊利牛奶京东自营旗舰店,380000
塔木金北京同仁堂氨基丁酸gaba酸枣仁茯苓氨基丁酸60片 闪睡眠软糖片安失眠安药房同款不含退褪黑素,48.4,塔木金保健品京东自营旗舰店,22000
Haier海尔冰箱家用冰柜冷藏冷冻双门净味保鲜双开门小型电冰箱家用电冰箱 180升直冷节能3级,899.0,海尔海旺专卖店,6300
京东京造 背漂儿童游泳浮漂 游泳训练装备初学者教学辅助漂浮板 灰黄绿,20.9,京东京造自营官方旗舰店,4900
袋鼠先生全麦五黑吐司面包早餐健身减代餐低脂卡高饱腹粗粮厚切片 【五黑面包】*1箱（2斤装）1000g,17.6,袋鼠先生旗舰店,13000
盼盼 小卷包 早餐代餐面包牛角包面包食品 凤梨味1050g/箱,23.5,盼盼京东自营旗舰店,120000
三元 原味大桶风味酸牛奶1.8kg/桶 家庭装酸奶 健康消食 低温奶,16.9,三元低温京东自营旗舰店,100000
孟乍隆 苏吝府茉莉香米 泰国香米 进口大米 大米10kg,129.9,盛宝京东自营旗舰店,320000
佳洁士细毛护龈牙刷小宽头超细软毛天鹅绒牙刷成人两支装轻适刷,14.9,宝洁京东自营官方旗舰店,350000
得力(deli)6块超洁净橡皮擦 高光美术绘图橡皮开学文具易擦少屑 中考高考学生考试 中号72257,13.5,得力（deli）文具京东自营旗舰店,14000
珀莱雅盾护防晒乳50ml  防水防汗 户外高倍防晒SPF50+ 七夕情人节礼物,159.0,珀莱雅京东自营官方旗舰店,13000
一录安车载u盘无损音乐2024  64G带正版歌曲高音质优盘抖音经典老歌mp3,54.9,一录安（TRUTH CONTENT）京东自营旗舰店,10000
鳗鱼皇后鳗鱼蒲烧切片100g×2袋 (鳗鱼80g+酱汁20g) 海鲜预制菜肴 加热即食,39.9,鳗鱼皇后京东自营旗舰店,77000
贝司令【鲜活】乳山生态生蚝海鲜特产贝类牡蛎烧烤2XL净重4斤 13-17只,61.9,贝司令（BEISILING）京东自营旗舰店,68000
富海锦鱿鱼半支串560g 10-12串 铁板鱿鱼烧烤火锅食材 海鲜水产软足送礼,36.9,富海锦京东自营旗舰店,26000
京东超市 海外直采北极甜虾刺身1kg/盒90-120只 (MSC认证) 日料刺身 即食,69.9,京东超市海外直采自营专区,86000
黑旋风杀虫剂气雾剂蟑螂药家用杀虫喷雾神器驱灭蟑螂蚊子苍蝇原味700ml,26.8,黑旋风京东自营官方旗舰店,44000
怡宝原味菊花植物饮料450ml*15整箱装,45.9,怡宝京东自营官方旗舰店,16000
离草 针管笔直液笔速干中性笔0.5mm针管头 碳素直液笔学生签字笔水笔 黑色/奇妙元宇宙【6支】,8.8,离草京东自营旗舰店,4200
【暑期学习】得力（deli） [4本装]可定制笔记本子羊巴皮面本A5/80张  BP107高考加油励志礼物,25.93,得力京东自营官方旗舰店,67000
三全 上海风味馄饨 三鲜口味 500g*2袋 组合装 早餐水饺 云吞,38.9,三全食品京东自营旗舰店,48000
蜂花（BEE&FLOWER）550ml*2+100ml*2蜂花洗护套装,59.8,蜂花京东自营旗舰店,58000
南极人休闲裤男夏季宽松冰丝裤速干休闲百搭束脚裤运动九分裤潮流裤子男,29.0,南极人（Nanjiren）服饰京东自营专区,2400
苏菲超熟睡兔子安心裤超薄安睡裤卫生巾M~L均码5条 适用臀围80-105cm,13.31,苏菲京东自营官方旗舰店,180000
【开学文具】离草 儿童画画本图画本绘画本 A4美术手绘涂鸦本幼儿园小学生专用加厚出游写生线圈画本4本装,19.6,离草京东自营旗舰店,4700
美好 农家小酥肉原味1kg 猪肉酥肉 预制菜方便菜半成品菜空气炸锅食材,44.8,美好生鲜类目京东自营旗舰店,53000
天色 试卷收纳袋 13格手提风琴包试卷夹多层文件夹便携科目袋补习袋试卷收纳册资料册 TS-1827 蓝色,9.8,天色京东自营官方旗舰店,4100
京东京造【持久消臭300】 6双新疆棉抗菌中筒袜子夏季男吸汗透气防臭袜,22.3,京东京造自营官方旗舰店,17000
述屋说304不锈钢锅铲 炒菜铲乌檀木柄铁锅不锈钢锅铸铁锅专用铲子防烫,13.7,述屋说京东自营旗舰店,500
蕉趣（BANANA TRIP）浴缸套 一次性泡澡袋酒店浴缸袋便携浴缸膜加厚耐磨泡澡袋子5个装,20.8,蕉趣（BANANA TRIP）京东自营旗舰店,4200
读卡器usb3.0高速多功能多合一sd内存卡tf转换器typec电脑插卡u盘otg车载通用适用于相机手机读取 白色2.0【SD/TF卡二合一】,3.49,京喜自营官方店,900
怡宝 蜜水柠檬水果饮料 480ml*15整箱装 ,45.9,怡宝京东自营官方旗舰店,17000
柴火大院 生态长粒香大米 10kg ( 寒地东北大米 黑龙江大米 十公斤),105.0,柴火大院京东自营旗舰店,540000
紫韵梳香大号整料黄桃木梳子女士男士养生经络按摩梳细齿赛檀木梳子 M-12,15.8,紫韵梳香京东自营旗舰店,110000
【配手表】3-9年级公主学生文具套装 小学生学习用品仪式感开学大礼包女孩儿童暑假毕业生日礼物少女手账盲盒,119.0,金值京东自营旗舰店,1400
得宝（TEMPO）一博同款 洋甘菊湿厕纸 40片*5包 植萃精华 可冲散 湿纸巾 湿巾 ,53.9,得宝京东自营官方旗舰店,240000
悦味纪 水晶薄皮素包子400g*2包 共24个 包子素馅 半成品早餐 速食面点,29.9,悦味纪（YUEWEIJI）京东自营旗舰店,35000
温氏 广东供港鲜熟盐焗鸡1kg（500g*2）冷冻 源头直发,49.9,温氏食品京东自营旗舰店,17000
施可复(Strataderm) 原装进口自风干型疤痕护理硅凝胶疤痕膏 适用剖腹产手术双眼皮 辅助改善去疤痕凝胶 10g,328.0,施可复京东自营旗舰店,2000
福佑.岭南人家 丝苗软粘 油粘米 籼米 猫牙米 大米10kg,61.9,盛宝京东自营旗舰店,37000
绿驰 100球天然香樟木球 家具衣柜除味驱虫防霉防蛀防潮块替代樟脑丸,26.8,绿驰京东自营旗舰店,28000
鸿顺深海鱿鱼须450g/包 免处理 去眼去牙 烧烤火锅食材 海鲜 生鲜 ,29.9,鸿顺生鲜京东自营旗舰店,12000
碧浪洗衣粉7斤除菌去渍持久留香非皂粉大袋批发家庭装深层去污清新香,38.9,宝洁京东自营官方旗舰店,390000
马小泰の零糖生椰乳零蔗糖鲜椰汁无糖椰乳椰奶245mL*10瓶整箱椰子汁,31.5,马小泰の京东自营旗舰店,4600
味千拉面猪猪骨汤日式拉面305g*3(6人份含料包) 速食方便面 挂面面条面食,29.9,味千拉面京东自营官方旗舰店,140000
【采销推荐】北京同仁堂芡实茯苓红豆薏米茶薏米水三伏天茶橘皮栀子茶搭去祛男女养生湿茶花草150g,31.3,滋补养生茶饮京东自营专区,54000
西部数据（WD） Green SSD固态硬盘 SATA3.0接口 西数绿盘 笔记本台式机硬盘 SSD固态硬盘 1TB,469.0,西部数据存储官方旗舰店,22000
京鲜生 海南大青红心木瓜 净重5斤 单果500g-750g 源头直发包邮,24.9,水果源头直发京东自营专区,1300
小牛凯西国产菲力西冷整切调理牛排套装750g 儿童厚切牛扒 牛肉生鲜 冷冻,86.0,小牛凯西京东自营旗舰店,88000
尔木萄（AMORTALS）双头微距修眉刀剃眉刀防护网不易伤肤初学者化妆师用 七夕礼物,17.9,尔木萄（AMORTALS）京东自营旗舰店,1500
出前一丁日清 进口方便面 九州猪骨汤味 五连包*100g  泡面袋速食煮面,19.0,出前一丁京东自营旗舰店,250000
啄木鸟冰丝裤子男宽松直筒速干弹力休闲裤男士潮流春夏季薄款运动长裤 深灰色 32(建议130-145斤),54.88,TUCANO;啄木鸟欧尊狼专卖店,3000
京寻裤夹子家用无痕多功能带挂钩收纳裤子神器衣架袜子夹米白色12个装,15.9,京寻家居京东自营旗舰店,60
一正 橡皮擦 美术2B象皮擦小学生专用擦得干净少碎屑儿童幼儿园柔软擦字成线像皮 小号擦字成线15块 YZ2312,9.0,文具工厂直供京东自营专区,300
椰树椰汁 1000ml/盒 植物蛋白饮料 正宗海南特产,14.6,椰树京东自营旗舰店,150000
得宝（TEMPO）一博同款 抽纸 无香4层90抽*18包 湿水不易破 纸巾餐巾纸 卫生纸,73.9,得宝京东自营官方旗舰店,1000000
桌面收纳盒袜子内衣收纳盒杂物玩具收纳整理盒 白色3个 21*14*7 cm,3.49,京喜自营官方店,700
蓝雪 冷冻挪威北极鳕鱼扒400g钩钓 3-7块MSC认证袋装切段海鲜水产,29.9,蓝雪京东自营旗舰店,32000
千味央厨 玉米猪肉蒸煎饺1kg*2袋（共100只)蒸饺煎饺水饺饺子 懒人早餐,29.9,千味央厨京东自营旗舰店,38000
COLORFIRE MEOW 橘宝R16 24 七彩虹16英寸AI PC游戏笔记本电脑 (R9-7845HX 16G 1TB RTX4070 240HZ 2.5K）,7199.0,COLORFIRE电脑京东自营官方旗舰店,2500
四万公里 衣帽架简易衣架落地衣架卧室客厅挂衣架阳台落地式单杆晾衣架黑,32.2,四万公里家居用品京东自营旗舰店,700
COXBYTE导热硅脂(13.8系数)2克装TG-25散热膏CPU/GPU笔记本游戏本台式电脑显卡风冷水冷超频适用,9.6,COXBYTE京东自营旗舰店,1900
绿驰 5大袋可挂式除湿袋 衣柜宿舍除湿干燥剂除湿桶回南天防潮吸湿袋,20.7,绿驰京东自营旗舰店,300000
洁仕宝拖把免手洗平板拖布墩布家用一拖净拖地神器除尘吸水地拖大号拖把,27.3,洁仕宝京东自营官方旗舰店,21000
敬贤堂 元气四宝茶300g(5克*60包)  三伏天组合养生茶黄芪麦冬党参西洋参元气四宝茶药食同源,66.0,敬贤堂（JINGXIANTANG）京东自营旗舰店,1100
普利司通（Bridgestone）汽车轮胎 195/65R15 91H ER300 配套卡罗拉/雷凌/适配朗逸/宝来,365.4,普利司通京东自营旗舰店,22000
海大厨带鱼罐头即食海鲜下饭带鱼罐头五香带鱼罐头150g*8,34.9,海大厨京东自营旗舰店,36000
