商品名称,券后价,店铺名称,好评数
理肤泉新B5修护霜40ml+B5水50ml套装 急护屏障受损淡印痕补水保湿礼物,99.0,理肤泉京东自营官方旗舰店,220000
纽铂利【到手两瓶】铁塔XO白兰地 纽铂利洋酒40度高度洋酒500ml 单支 双支威士忌 500mL 2瓶,69.0,九畅酒类官方旗舰店,200
珀莱雅红宝石水乳+面霜45g护肤品套装 护肤礼盒 化妆品 七夕情人节礼物,428.0,珀莱雅京东自营官方旗舰店,22000
吉品到核桃红枣黑芝麻丸批发即食五珍黑芝麻球子网红小零食芝麻丸 黑芝麻丸 50包,14.9,李家铺子食品专营店,10
小鹿蓝蓝儿童清润梨汁125ml*4盒100%原果汁总含量饮料零食无添加剂0蔗糖,19.9,小鹿蓝蓝京东自营旗舰店,1800
织梦 原木浆抽纸巾4层240张家用纸巾抽卫生纸餐巾纸面巾纸 4包,8.9,寸达拼购店,10
九物道黄芪党参豆浆粉便携早餐速溶冲饮原材饱腹感豆浆粉高蛋白质 黄芪党参豆浆粉三盒（25g*21包）,14.9,九物道旗舰店,100
英氏儿童面霜婴儿面霜宝宝面霜保湿补水舒缓燥热艾叶舒缓凝露115g,69.0,英氏（YEEHOO）洗护京东自营旗舰店,21000
aqpa【UPF50+】儿童防晒帽无顶遮阳帽遮脸防风防紫外线男女童0-15岁 柠檬黄（第2代） 均码,36.0,aqpa旗舰店,40
喜来登男士腰带 专柜款 礼盒包装 牛皮自动扣商务韩版牛皮皮带NL160953S 黑色,174.0,喜来登箱包旗舰店,700
英氏婴儿洗衣皂儿童肥皂宝宝专用抑菌植物酵素去污尿布皂内衣皂y 【到手共6块】洗衣皂120g*4块,29.0,英氏洗护旗舰店,21000
鲜粮说30天鲜猫饭猫咪主食湿粮50g补水鸡肉三文鱼兔肉鲜虾奶酪口味 5袋混合口味-250g,16.9,鲜粮说官方旗舰店,200
宝宝馋了新鲜三文鱼肉鱼类生鲜低钠高蛋白去皮去刺可做鱼肠享宝宝婴儿食谱 大西洋真鳕鱼丁200g,89.0,宝宝馋了官方旗舰店,200
润本（RUNBEN）驱蚊液婴儿童专用户外防蚊喷雾宝宝驱蚊花露水防蚊虫便携蚊怕水 50ml 2瓶 【新客优选便携装】,12.9,润本官方旗舰店,13000
赤尾玻尿酸避孕套超薄防滑落男女用安全套无储免洗计生用品套套 活动款20只（规格型号请看主图）,19.9,赤尾官方旗舰店,10000
小鹿蓝蓝益生菌冻干溶溶米饼 宝宝米饼零食儿童冻干零食 吸口水蓝莓味20g,14.95,小鹿蓝蓝京东自营旗舰店,24000
乐纯0添加宝宝酸奶 草莓混合鲜果果泥 儿童酸奶 辅食50g*14袋(6个月+),135.15,乐纯母婴京东自营旗舰店,2500
倍加洁宽头软毛牙刷71孔高密绒感刷丝护龈独立装旅行家庭男女款颜色随机 【囤货价】 10支 颜色随机,19.9,倍加洁官方旗舰店,20
薇婷Veet净纯脱毛膏 温和护肤型50ml 男女士学生通用腋下腿毛四肢去毛,29.9,Veet薇婷京东自营旗舰店,310000
欧莱雅卓韵霜时尚炫金染发霜#6.13(榛果冷茶 金色系)染发膏染发剂流行色,72.9,欧莱雅美发京东自营官方旗舰店,130000
自然搭档 正宗贝贝南瓜 粉面香甜小南瓜 新鲜蔬菜香甜软糯产地直发 净重 3斤 （3-6个）,9.9,自然搭档旗舰店,200
良良（liangliang） 婴儿凉席宝宝凉席夏季竹纤维幼儿园凉席垫新生儿床品垫子学生床 猕猴桃·竹纤维凉席【抗菌低敏】 110*60cm,69.0,良良官方旗舰店,200
鼎祺正宗化州化橘红 五年陈化正毛化桔红胎果片 方罐化橘红 一罐200克,29.9,乐茶坊小铺,200
海天蚝油挤挤装家用厨房调料 提鲜炒菜腌制挤压蚝油调味品调料耗油 金字装蚝油680g*2+金标蚝油100g,19.9,海天官方旗舰店 ,200
乐纯0添加宝宝酸奶 蓝莓味混合鲜果果泥 儿童酸奶辅食50g*3袋(6个月+),26.91,乐纯母婴京东自营旗舰店,2400
优洁士 爆炸盐洗衣去污渍强婴儿彩漂粉漂白剂白色衣服免搓洗去黄增白剂 活氧爆炸盐450g,34.9,优洁士官方旗舰店,83000
YC ONE车载手机支架汽车通用手机导航支架车内出风口专用重力固定支撑架 【升级悬臂钩】不挡风口,19.8,图濠车品专营店,90
喔喔（WOWO）猫粮成猫全价无谷鲜肉冻干生骨肉猫干粮250g 鲜肉主粮+冻干生骨肉,10.71,喔喔（WOWO）宠物营养京东自营旗舰店,4600
格兰仕（Galanz）微波炉烤箱一体机 光波炉700W节能20L家用 旋钮简易操作平板易清洁  均匀加热营养解冻 可烧烤Z700,379.0,格兰仕西式厨房旗舰店,6100
舒一之星汽车玻璃水冬季零下防冻去油膜去虫胶车用镀晶雨刮水清洁剂4大桶 0℃ 1.2L * 4瓶,6.9,舒一之星官方旗舰店,60
GNC健安喜 女性Vitapak时光包多种维生素每日营养包30包复合维生素 【女性30+】拼职场 抗初老,205.0,GNC海外官方旗舰店,5900
老管家地板清洁剂实木地板瓷砖净厕所除菌家用地面清洗液拖地神器500m 3瓶【实惠装】,19.9,老管家官方旗舰店,100
纽奇儿童女孩玩具迷你厨房过家家电磁炉烹饪做饭仿真厨具套装早教玩具 大号仿真迷你厨房52件套【大号】,39.0,纽奇旗舰店,5
收纳博士真空压缩袋收纳棉被衣物整理袋太阳花款9件套,24.9,收纳博士京东自营旗舰店,610000
短云一次性洗脸巾抽取式纯棉柔巾41加厚母婴干湿两用擦脸洁面巾 白色 3包装,9.9,木清清旗靓店,1
植护 三色花压花抽纸4层 240张 4包,8.9,寸达拼购店,100
柏瑞美（PRAMY）定妆喷雾持久保湿定妆控油不脱妆快速成膜便携带 柔焦雾面(黑瓶)100ml,49.4,柏瑞美旗舰店,73000
卡姿兰（Carslan）水吻口红唇膏礼盒七夕限定三支装滋润淡纹3g*3 情人节礼物送女友,297.0,卡姿兰京东自营官方旗舰店,40000
五粮液股份出品 官方授权 52度优级 浓香型白酒 喜福盛世 52度 500mL 2瓶 龙年礼盒装,319.9,津糖酒业卖场店,3100
小鹿蓝蓝宝宝陈皮山楂棒【30支】宝宝儿童陈皮山楂棒零食 鲜果制作315g,19.9,小鹿蓝蓝京东自营旗舰店,66000
意林 2023-2024年意林国潮全彩期刊杂志1-12月全年订阅初高中课外阅读知识与积累 全新升级 彩色插画传统国学 中高考作文素材 【现货期刊】国潮全彩24年1-6月（共6本）,33.6,意林旗舰店,90
摩飞电器（Morphyrichards）自动加热电热水壶旅行出差便携式烧水壶316双层不锈钢真空保温MR6080 MR6090蓝色【无赠品】,199.0,摩飞电器旗舰店,1400
访客 晾衣杆 取衣可伸缩调节撑衣衣架【加厚】不锈钢衣叉挑衣杆时尚灰,12.9,访客京东自营旗舰店,36000
得力（deli）16K骑马钉草稿本空白软抄图画本草稿纸文稿纸笔记本本子学生学习考研用品 5本D1638高中生学习神器,9.5,得力京东自营官方旗舰店,2100
嘉士利饼干零食 营养早餐饼干 原味1000g/箱 早餐食品零食礼盒团购,21.8,嘉士利京东自营旗舰店,640000
欧莱雅男士强塑定型三孔喷雾200ml 发胶喷雾 持久支撑发型 定型喷雾男,49.9,欧莱雅美发京东自营官方旗舰店,310000
博锐剃须刀电动刮胡刀双头全身水洗智能须刨剃胡子刀电动便携式迷你男士胡须刀1小时快充PS183,56.05,博锐（POREE）京东自营旗舰店,95000
P4牙膏益生菌亮白口气清新薄荷去黄祛牙渍 100g SIP-4益生菌牙膏,8.9,雍翠生活拼购店,10
花印洗面奶亲肤洁净轻柔保湿男女士洁面乳 水漾含氨基酸洗面奶150g,25.0,花印官方旗舰店,3700
Derenruyu普洱茶熟茶糯米香小金沱糯香迷你小沱茶铁盒装茶叶 云南糯香小沱茶（铁盒装）,20.0,奇仓方便食品店,4
澳雪（accen）花果香氛沐浴露套装  600ml白桃+500ml百合花+500ml薰衣草,20.9,澳雪京东自营官方旗舰店,610000
薇婷Veet脱毛膏滋润型 干性肌肤50ml  男女士学生通用 黄瓜果养肤除毛,36.9,Veet薇婷京东自营旗舰店,2200
小植家一次性浴巾套装加大加厚便携式出差旅行套装压缩浴巾毛巾 【体验装】（浴巾*2+毛巾*4）,11.9,小植家旗舰店,300
好人家 四川老坛酸菜鱼水煮鱼靓汤酸菜鱼调料酸菜酸汤肥牛调料 老坛酸菜鱼220g*3（2人份）,17.7,好人家官方旗舰店,14000
神丹油黄咸鸭蛋 熟咸蛋 流油咸鸭蛋 12枚 0.69kg,21.9,神丹官方旗舰店,20000
京东京造【近视可戴】高清尼龙偏光眼镜太阳镜男士近视墨镜男开车套镜礼物,93.0,京东京造自营官方旗舰店,15000
贝蓝诗艾运动户外野餐用品一次性保鲜膜套食品碗盖保鲜膜套密封保鲜袋 600只装,17.9,贝蓝诗艾旗舰店,70
青蛙王子儿童洗发水沐浴露二合一 水润保湿婴儿洗发液 弱酸温和沐浴乳  1L,26.1,青蛙王子京东自营旗舰店,150000
慢厨房 山药刀削面 正宗铁棍山药黑小麦荞麦鸡蛋宽挂面条拌油泼面板烩面 刀削面组合【荞麦4包+鸡蛋4包】,13.9,中国特产·武陟馆,300
小壳（CATURE）小轻松冻干猫草棒 猫咪化毛球专用零食冻干 排吐毛球化毛片化毛膏 猫草棒 40g畅享袋装,19.9,小壳官方旗舰店,1800
海康威视（HIKVISION）电脑外置usb视频高清广角会议摄像头主播直播网课研究生面试远程考试线上 2K 自动对焦款DS-E14a 官方标配,159.0,海康威视办公旗舰店,100
味滋源【源头直发】中秋月饼礼盒480g  港式奶黄流心月饼节日礼品团购,14.9,味滋源京东自营旗舰店,4300
比比赞（BIBIZAN）魔芋丝素毛肚混合味549g魔芋爽辣条办公室休闲解馋小零食便携61包,20.9,比比赞（BIBIZAN）京东自营旗舰店,28000
舒尔佳 奥利司他胶囊60mg*24粒 减脂减重 减肥药 塑身排油瘦身 治疗肥胖,69.5,鲁南舒尔佳京东自营官方旗舰店,260000
植物妈妈 洗脸巾一次性加厚洗脸巾珍珠纹绵柔巾干湿两用化妆绵孕婴可用 新款卷筒式洗脸巾130g*5包,26.9,植物妈妈旗舰店,2600
阿道夫蜂谷洗发水蜂王浆双重功效洗发水控油祛屑 控油祛屑洗发水500ml*2,69.0,阿道夫官方旗舰店,2100
英氏爽身粉婴儿专用干爽粉扑新生幼儿宝宝婴儿爽身粉天然玉米粉 【到手2大盒】1盒装,39.8,英氏洗护旗舰店,1200
子初一次性隔尿垫护理垫婴儿纸尿垫透气不回渗床垫 M码100片（云柔款）,55.9,子初官方旗舰店,16000
吗丁啉胃药多潘立酮片42片健胃消食养胃肠胃炎胃痛腹胀气消化不良增强胃动力可用于呕吐恶心腹胀嗳气,19.62,京东大药房,52000
神丹松花鸭皮蛋 溏心砂芯变蛋 12枚  0.62kg,21.9,神丹官方旗舰店,13000
绿岭【社群精选】火猴 2023年太行山薄皮核桃500g 原味坚果干果生核桃 原果500g*2盒,21.9,绿岭食品旗舰店,8800
蔬果园（SukGarden）小白鞋浓缩型免水洗喷雾泡沫清洁剂 150ml2瓶小白鞋泡沫干洗剂,21.8,蔬果园（SukGarden）官方旗舰店,800
丸美（MARUBI）晶透莹润精华露樱花爽肤水100ml 补水保湿 清爽控油 收缩毛孔 爽肤水100ml,29.0,丸美官方旗舰店,300
海玉烤馍片彩箱 山西特产 非油炸饼干零食 烘烤类糕点整箱装 孜然味1箱 850g,16.9,海玉官方旗舰店,300
李字 电热蚊香液32ml*3瓶+送20ml1瓶+1直插电热器 驱蚊液【4液1器】,13.9,雕牌京东自营官方旗舰店,16000
书皮包书膜多规格自粘加厚透明磨砂带切角书皮纸 学生包书皮套装 附带姓名贴 老师推荐【大10+中10+小10】+40空白姓名贴,12.8,六品堂办公旗舰店,400
英氏婴儿洗衣液儿童洗衣液婴幼儿宝宝专用去渍内衣内裤洗衣液3.6斤,49.0,英氏（YEEHOO）洗护京东自营旗舰店,52000
小鹿蓝蓝DHA高钙真虾片120g 宝宝虾片儿童磨牙饼干零食10小袋,19.9,小鹿蓝蓝京东自营旗舰店,3100
同仁堂（TRT）痱子粉舒爽止痒清爽吸汗吸潮成人男女士远离痱子润肤爽身粉120g,26.9,老字号个护京东自营专区,1700
荷明斯【护龈软毛山姆】成人牙刷超细软毛密丝深度清洁家庭装口腔牙刷 【山姆护龈软毛】 6支,5.9,HERM'S口腔护理旗舰店,1200
阿一波咖喱100g*3盒 咖喱块 调味品 泰式咖喱拌饭拌面调味料 咖喱100g*3（2原味+1微辣）,13.9,阿一波旗舰店,1300
小鹿蓝蓝 海洋鳕鱼肠分享装400g 宝宝鱼肠零食儿童鱼肠鳕鱼肉含量65%,29.9,小鹿蓝蓝京东自营旗舰店,20
【买一赠一】芒果TV会员12个月年卡+京东Plus年卡,100.0,芒果tv会员旗舰店,600
巧媳妇 黄豆酱装蘸食酱焖红烧拌饭拌面酱调料800g*2,14.9,巧媳妇食品官方旗舰店,12000
小鹿蓝蓝婴幼儿有机树莓椰子饼干 80g 宝宝零食有机饼干淡口味9种动物造型,14.95,小鹿蓝蓝京东自营旗舰店,140000
妇炎洁女性护理液私密洗液私密处杀菌清洁洗液植物本草抑菌洗液带冲洗器 380ml2瓶经典+300ml洗液,29.9,妇炎洁旗舰店,1600
钒象智科儿童时钟串珠积木动作训练手敲琴数字女婴宝宝早教启智穿绳玩具 木质手敲琴,9.9,钒象智科玩具官方旗舰店,0
易茗金居虾皮 100g/袋 海产干货 北海淡干 少盐淡晒虾米海米虾干 【100g*3袋】,29.0,易茗金居官方旗舰店,600
倍量 专享 电池5号7号碳性电池40粒适用于遥控器电子称等 5号电池20粒+7号20粒,15.9,倍量专卖店,19000
星鲨幼儿童维生素D3滴剂软胶囊 维生素D30粒360iu*3盒,54.0,星鲨母婴旗舰店,300
米当卡能量米粉营养米糊健身补充高碳水优碳快碳代餐中泡即食 3600g（加赠4条试用装+量勺）2袋装,69.8,米当卡运动营养旗舰店,0
太力吸盘挂钩免打孔强力真空挂衣钩粘钩挂毛巾架衣服浴室卫生间 吸盘挂钩2个装【2KG承重】,19.9,太力官方旗舰店,1000
邦迪创可贴100片强生家用创口贴苯扎氯铵贴杀菌透气无菌敷贴邦廸止血贴防磨脚贴弹性凑单常备药用于小擦伤,30.9,京东大药房,160000
小鹿蓝蓝_宝宝米饼原味 米饼婴儿零食营养儿童磨牙饼宝宝零食 41g,14.95,小鹿蓝蓝京东自营旗舰店,200000
黄金香厚切黑猪午餐肉独立片装 即食火腿香肠儿童早餐零食火锅食材165g,7.6,黄金香京东自营旗舰店,20
息斯敏氯雷他定片12片鼻炎过敏药缓解过敏性鼻炎鼻塞结膜炎皮肤过敏瘙痒慢性荨麻疹儿童鼻炎抗过敏药喷嚏流涕,27.0,京东大药房,75000
Type-C数据线适用tpyec充电线华为充电器快充电线mate60数据线 1米【Type-C快充线】,8.0,秋帕拼购店,40
高爷家猫用零食罐头成猫幼猫通用 椰子鸡配方80g*6,29.9,许翠花京东自营旗舰店,1700
蜡笔小新棒棒冰碎果冰儿童可吸零食夏天小零食冷饮冰棍碎冰冰批发 85ml*20支（混合口味）,9.8,蜡笔小新（LARBEE）食品旗舰店,2700
杰士邦医用械字号人体润滑液120g 医疗器械 水润型润滑油 成人房事免洗可舔持久润滑 女性快感液高液潮润滑剂,63.0,杰士邦京东自营旗舰店,88000
达克宁硝酸咪康唑乳膏20g治脚气药止痒脱皮烂脚丫真菌感染止痒烂脚丫药脱皮糜烂脚趾缝烂痒专用药咪康唑散,16.7,科赴医药京东自营官方旗舰店,440000
太太乐三鲜鸡精  厨房炒菜煲汤提鲜增味味精商用家用调味品 严选鸡精200g*2：2025-01-01到期,13.99,太太乐官方旗舰店,2800
新农哥高端坚果无添加坚果炒货原味大颗粒新疆南瓜子仁660g/罐 南瓜籽仁660g/罐 660g,44.0,新农哥官方旗舰店,200
盼盼桃酥 休闲零食糕点饼干下午茶点心小吃 黑芝麻味800g/箱,21.9,盼盼京东自营旗舰店,800
RedDog红狗营养膏化毛膏58g猫咪狗狗鱼油维生素 宠物爆毛防掉毛补钙排毛球 化毛膏58g,26.0,红狗旗舰店,500
名创优品（MINISO）软云系列浴室拖鞋家居拖鞋轻便软弹女士防滑男士拖鞋厚底 粉色(37-38码),8.9,名创优品官方旗舰店,100
仁和健途润喉糖清咽2.5g*16片\盒 咽部不适金银花罗汉果HTQ 1盒 口味随机发,9.9,药房网大药房旗舰店,19000
佳帮手客厅垃圾桶带盖大号按压式家用厨房卫生间厕所卧室网红气压铺袋桶,44.0,佳帮手京东自营官方旗舰店,9700
太力免打孔卫生间置物架毛巾浴巾架浴室洗漱台卫浴挂件收纳架一个装 吸盘挂钩2个装【2KG承重】,19.9,太力官方旗舰店,500
润本（RUNBEN）精油手环儿童成人驱蚊喷雾宝宝防蚊液防护手环婴儿专用孕妇户外链 【共20条】恐龙 10条 +猫爪10条,11.9,润本官方旗舰店,14000
宝迪路（PONDEYROO）猫罐头宠物零食主食罐猫湿粮鸡肉鱼油成幼猫营养补水整箱85g*5罐,5.9,宝迪路（PONDEYROO）京东自营旗舰店,90
瑞梦迪原味豆腐混合3合1除臭结团膨润土低尘钠基矿石小苏打豆腐混合猫砂 小苏打钠基混合猫砂3.6kg*4,79.0,瑞梦迪旗舰店,7
善存 儿童维生素d3维生素c维生素b族复合片 复合维生素矿物质咀嚼片 小佳维4-10岁富含维c vd 维b维e 80片,125.0,善存钙尔奇京东自营旗舰店,160000
冷酸灵牙膏抗敏感牙龈护理洁白牙齿清洁口腔小系列家庭装牙膏温和护龈 【超值囤】抗敏清火5支装,29.9,冷酸灵旗舰店,200
悦己初露 特级明前碧螺春绿茶  口粮茶 2024年新茶叶 芽嫩茶香 赠送礼袋 （200克）100克*2盒,48.0,悦己初露旗舰店,1100
氧心（YANGXIN）果冻胶无尺码吊带背心式运动文胸女士内衣女无痕无钢圈聚拢胸罩 高级黑+裸感肤（背心款） 均码（A-C/90-140斤）,69.0,氧心内衣旗舰店,2100
SHASHOU  蟑螂药一窝端厨房杀蟑螂屋日式小黑屋家用杀蟑饵剂酒店强效灭蟑 12枚 1盒 （小黑帽1盒）,15.9,创博尔清洁专营店,100
弗列加特主食冻干96%含量高蛋白全价猫粮幼猫成猫粮营养增肥发腮500g通用 火鸡三文鱼500g/24年8月23后到期 防伪可查临期处理介意慎拍,69.0,合赢宠物食品店,300
楠飞华裳中老年妈妈睡衣女夏季棉麻短袖两件套透气上衣裤子外穿家居服 云中鹤粉红色 3XL【110-135斤】,29.9,楠飛华裳服饰旗舰店,100
优时颜（UNISKIN）星品试用装（眼霜二代6g+眼精华7.5ml）,19.9,优时颜京东自营官方旗舰店,15000
京东京造 多重玻尿酸补水面膜30片 解渴干燥肌补水保湿面膜焕亮提亮护肤,69.9,京东京造自营官方旗舰店,50000
盼盼乳酸菌夹心蛋糕 营养早餐面包零食蛋糕下午茶办公室点心 700g/箱,17.9,盼盼京东自营旗舰店,2200
